Major,Course Name,Credits,Prerequisites,Category
Psychology BA,PSY 497b - Senior Thesis,3,"senior standing, psychology major, departmental approval, PSY 101, PSY 204  and PSY 203, MATH 203, MATH 303, equivalent",option two: senior thesis
Psychology BA,PSY 498 - Senior Seminar in Psychological Topics,3,"senior standing, psychology major, consent of instructor, PSY 101, PSY 204  and PSY 203, MATH 203, MATH 303, equivalent",option three: senior seminar in psychological topics
Psychology BA,PSY 491 - Student-Faculty Research/Creative Activity,1-3,consent of instructor,optional internships and individual study
Psychology BA,PSY 492 - Psychology Internship,½-3,"PSY 101, consent of academic advisor, internship supervisor, chair",optional internships and individual study
Psychology BA,PSY 291 - Student-Faculty Research/Creative Activity,1-3,consent of instructor,optional internships and individual study
Psychology BA,PSY 299 - Individual Study,1-6,"PSY 101, freshman, sophomore standing only, and consent of instructor, academic advisor, and chair, 3",optional internships and individual study
Psychology BA,PSY 490 - Independent Internship,1-3,"PSY 101, consent of faculty internship advisor, site internship advisor",optional internships and individual study
Psychology BA,PSY 499 - Individual Study,1-3,"PSY 101, consent of instructor, academic advisor, chair, psychology major with 3",optional internships and individual study
Public Relations Advertising and Entertainment Marketing BA,"FTV 130 - Introduction to Visual Storytelling, Lecture and Laboratory",3,"DCFMA major, advertising, documentary film, production design for film, television minor",core requirements
Public Relations Advertising and Entertainment Marketing BA,"FTV 140 - Introduction to Film and Media Aesthetics, Lecture and Laboratory",3,N/A,core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 231 - Principles of Public Relations,3,"public relations, advertising and entertainment marketing major, public relations minor",core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 219 - Principles of Entertainment Marketing,3,"public relations, advertising and entertainment marketing major, advertising minor",core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 230 - Principles of Advertising,3,"public relations, advertising and entertainment marketing major, advertising minor",core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 245 - Research and Strategic Planning for Advertising and Public Relations,3,"PRA 230, PRA 231, public relations, advertising and entertainment marketing major",core requirements
Public Relations Advertising and Entertainment Marketing BA,MKTG 305 - Fundamentals of Marketing for Non-Majors,3,non-ACBE majors,core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 420 - Producing Commercials,3,"FTV 130  and animation and visual effects, film and television production, public relations, advertising and entertainment marketing, television writing and production major, advertising minor",core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 305 - Design Strategy,3,"public relations, advertising and entertainment marketing major, advertising minor",core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 370 - Digital Marketing,3,"PRA 230, PRA 231  and creative producing, public relations, advertising and entertainment marketing major, minor in public relations",core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 343 - Media Relations,3,"PRA 231, PRA 371, and public relations, advertising and entertainment marketing major, public relations minor",core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 344 - Media Planning and Buying,3,"PRA 230  and public relations, advertising and entertainment marketing major",core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 371 - Writing for Public Relations,3,"public relations, advertising and entertainment marketing major, public relations minor",core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 373 - Copywriting for Advertising,3,"PRA 230, public relations, advertising and entertainment marketing major",core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 461 - Case Studies in Advertising,3,"MKTG 304, MKTG 305  and PRA 230  and public relations, advertising and entertainment marketing major, advertising minor",core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 470 - Public Relations Case Studies,3,"PRA 231, and public relations, advertising and entertainment marketing major, public relations minor",core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 469 - Case Studies in Entertainment Marketing,3,"FTV 130, PRA 219, PRA 231  and MKTG 304, MKTG 305  and public relations, advertising and entertainment marketing major, advertising, public relations minor",core requirements
Public Relations Advertising and Entertainment Marketing BA,PRA 498 - Public Relations Campaigns,3,"PRA 231, PRA 371  and public relations, advertising and entertainment marketing major",senior project
Public Relations Advertising and Entertainment Marketing BA,PRA 497 - Advertising Campaigns,3,"MKTG 304, MKTG 305  and PRA 230  and public relations, advertising and entertainment marketing major",senior project
Public Relations Advertising and Entertainment Marketing BA,PRA 419 - Entertainment Marketing Campaigns,3,"MKTG 304, MKTG 305  and PRA 231, PRA 305  and public relations, advertising and entertainment marketing major and graduating seniors only",senior project
Public Relations Advertising and Entertainment Marketing BA,PRA 290 - Independent Internship,½-6,N/A,two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 271 - Storytelling for Business,3,"public relations, advertising and entertainment marketing major",two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 272 - Student Public Relations Firm,1-3,"PRA 231, consent of instructor",two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 229 - Experimental Course,½-3,and credits may vary,two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 291 - Student-Faculty Research/Creative Activity,1-3,consent of instructor,two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 316 - Events Planning,3,N/A,two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 329 - Experimental Course,1-3,and credits may vary,two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 354 - Sports Public Relations,3,"PRA 231, public relations, advertising and entertainment marketing major",two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 345 - Social Media Marketing,3,N/A,two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 299 - Individual Study,1-3,"freshman, sophomore standing only and consent of instructor",two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 395 - Entertainment Public Relations,3,"PRA 231, PRA 371  and public relations, advertising and entertainment marketing major",two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 399 - Individual Study,1-3,"junior standing, consent of instructor",two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 429 - Experimental Course,½-3,and credits may vary,two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 471 - Advanced Public Relations Writing,3,"PRA 371, public relations and advertising, public relations, advertising and entertainment marketing major",two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 472 - Student Public Relations Firm,1-3,"PRA 231, PRA 371, consent of instructor",two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 490 - Independent Internship,½-6,N/A,two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 273 - Student Advertising Agency I,3,consent of instructor,two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 474 - Student Advertising Agency II,3,"PRA 273, PRA 473  and consent of instructor",two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 274 - Student Advertising Agency II,3,"PRA 273, PRA 473  and consent of instructor",two electives
Public Relations Advertising and Entertainment Marketing BA,"PRA 351 - Effective and Creative Presentations for Advertising, Entertainment Marketing and Public Relations",3,N/A,two electives
Public Relations Advertising and Entertainment Marketing BA,PRA 473 - Student Advertising Agency I,3,consent of instructor,two electives
Religious Studies BA,REL 130 - The Study of Religion,3,N/A,foundations of religious studies
Religious Studies BA,REL 115 - Living Religions of the World,3,N/A,foundations of religious studies
Religious Studies BA,REL 202 - Introduction to Islam,3,N/A,scriptures and traditions
Religious Studies BA,"REL 204 - Deities, Demons, and Monsters: Mesopotamian Myth and Ritual",3,N/A,scriptures and traditions
Religious Studies BA,REL 200 - Introduction to the Hebrew Scriptures,3,N/A,scriptures and traditions
Religious Studies BA,REL 201 - Introduction to the New Testament,3,N/A,scriptures and traditions
Religious Studies BA,REL 213 - Introduction to Judaism,3,N/A,scriptures and traditions
Religious Studies BA,"REL 214 - Introduction to Christianity: Decisive Moments, People, and Readings",3,N/A,scriptures and traditions
Religious Studies BA,REL 303 - Readings in Qur’an and Hadith,3,N/A,scriptures and traditions
Religious Studies BA,REL 316 - Genesis and Gender,3,N/A,scriptures and traditions
Religious Studies BA,REL 324 - Interpretation of the New Testament,3,N/A,scriptures and traditions
Religious Studies BA,REL 323 - Interpretation of the Hebrew Scriptures (Old Testament),3,N/A,scriptures and traditions
Religious Studies BA,REL 340 - The Bible as Literature: The Hebrew Scriptures,3,N/A,scriptures and traditions
Religious Studies BA,REL 341 - The Bible as Literature: The Christian Scriptures,3,N/A,scriptures and traditions
Religious Studies BA,REL 336 - Buddhism,3,N/A,scriptures and traditions
Religious Studies BA,REL 335 - Hinduism and the Religions of India,3,N/A,scriptures and traditions
Religious Studies BA,REL 338 - Asian Religions in America,3,N/A,scriptures and traditions
Religious Studies BA,"REL 309 - Religion, Knowledge, and Evil",3,N/A,philosophy of religion and theology
Religious Studies BA,REL 311 - Descartes to Kierkegaard,3,N/A,philosophy of religion and theology
Religious Studies BA,REL 217 - The Holocaust and Religious Faith,3,N/A,philosophy of religion and theology
Religious Studies BA,REL 125 - Philosophy of Religion,3,N/A,philosophy of religion and theology
Religious Studies BA,REL 310 - From Socrates to Aquinas,3,N/A,philosophy of religion and theology
Religious Studies BA,REL 322 - Topics in Theology,3,N/A,philosophy of religion and theology
Religious Studies BA,REL 240 - Exploring Interfaith as Diversity,3,N/A,"religion, ethics and society"
Religious Studies BA,REL 120 - Global Ethics and Religion,3,N/A,"religion, ethics and society"
Religious Studies BA,"REL 314 - Fiction, Film and the Western Contemplative Tradition",3,N/A,"religion, ethics and society"
Religious Studies BA,REL 307 - Germany and the Holocaust,3,N/A,"religion, ethics and society"
Religious Studies BA,REL 312 - Religious Experience in Film and Fiction,3,N/A,"religion, ethics and society"
Religious Studies BA,REL 330 - Women and Religion,3,N/A,"religion, ethics and society"
Religious Studies BA,REL 330a - Women and Religion: Voodoo in Context,3,N/A,"religion, ethics and society"
Religious Studies BA,REL 325 - Albert Schweitzer: His Life and Thought,3,N/A,"religion, ethics and society"
Religious Studies BA,REL 332 - Japanese Religions through Anime,3,N/A,"religion, ethics and society"
Religious Studies BA,"REL 333 - Deconstructing Hogwarts: Religion, Race, and Gender in Harry Potter",3,N/A,"religion, ethics and society"
Religious Studies BA,REL 334 - Religion and Love in World Literature,3,N/A,"religion, ethics and society"
Religious Studies BA,"REL 351 - Health, Healing and Wholeness in the World Religions",3,N/A,"religion, ethics and society"
Religious Studies BA,REL 350 - Happiness: Exploring Its Spiritual and Rational Foundations,3,N/A,"religion, ethics and society"
Religious Studies BA,"REL 352 - Quantum Theory, Cosmology and Consciousness",3,N/A,"religion, ethics and society"
